Message ID,Message Name,Message Length,Signal Name,Is Multiplexor,Multiplex ID,Multiplexer Signal,Start Bit,Length,Byte Order,Signed,Scale,Offset,Minimum,Maximum,Unit,Component,Firmware Variable Name,Comment
0x3F2,SGAMP3_data1000Hz,3,SGAMP3_outputVoltage ,FALSE,0,,0,16,Big,TRUE,0.00007629395,2.5,-32768,32767,V,Strain Gauge Amplifier 3,,
0x3F2,SGAMP3_data1000Hz,3,SGAMP3_ambientTemp,FALSE,0,,16,8,Big,TRUE,0,0,0,255,C,Strain Gauge Amplifier 3,,
